date,series,value,method,field
2023-12-28,USDCNY.IB:close,7.1055,wsd,close
2023-12-29,USDCNY.IB:close,7.092,wsd,close
2024-01-02,USDCNY.IB:close,7.132,wsd,close
2024-01-03,USDCNY.IB:close,7.1434,wsd,close
2024-01-04,USDCNY.IB:close,7.152,wsd,close
2024-01-05,USDCNY.IB:close,7.1566,wsd,close
2024-01-08,USDCNY.IB:close,7.1599,wsd,close
2024-01-09,USDCNY.IB:close,7.159,wsd,close
2024-01-10,USDCNY.IB:close,7.1704,wsd,close
2024-01-11,USDCNY.IB:close,7.1594,wsd,close
2024-01-12,USDCNY.IB:close,7.1622,wsd,close
2024-01-15,USDCNY.IB:close,7.1721,wsd,close
2024-01-16,USDCNY.IB:close,7.1838,wsd,close
2024-01-17,USDCNY.IB:close,7.1966,wsd,close
2024-01-18,USDCNY.IB:close,7.1946,wsd,close
2024-01-19,USDCNY.IB:close,7.1938,wsd,close
2024-01-22,USDCNY.IB:close,7.1968,wsd,close
2024-01-23,USDCNY.IB:close,7.1695,wsd,close
2024-01-24,USDCNY.IB:close,7.1641,wsd,close
2024-01-25,USDCNY.IB:close,7.1679,wsd,close
2024-01-26,USDCNY.IB:close,7.1808,wsd,close
2024-01-29,USDCNY.IB:close,7.1797,wsd,close
2024-01-30,USDCNY.IB:close,7.1773,wsd,close
2024-01-31,USDCNY.IB:close,7.1795,wsd,close
2024-02-01,USDCNY.IB:close,7.1832,wsd,close
2024-02-02,USDCNY.IB:close,7.1793,wsd,close
2024-02-05,USDCNY.IB:close,7.1982,wsd,close
2024-02-06,USDCNY.IB:close,7.1913,wsd,close
2024-02-07,USDCNY.IB:close,7.1931,wsd,close
2024-02-08,USDCNY.IB:close,7.1961,wsd,close
2024-02-19,USDCNY.IB:close,7.1976,wsd,close
2024-02-20,USDCNY.IB:close,7.1976,wsd,close
2024-02-21,USDCNY.IB:close,7.1887,wsd,close
2024-02-22,USDCNY.IB:close,7.1859,wsd,close
2024-02-23,USDCNY.IB:close,7.1984,wsd,close
2024-02-26,USDCNY.IB:close,7.1981,wsd,close
2024-02-27,USDCNY.IB:close,7.1978,wsd,close
2024-02-28,USDCNY.IB:close,7.1986,wsd,close
2024-02-29,USDCNY.IB:close,7.193,wsd,close
2024-03-01,USDCNY.IB:close,7.1985,wsd,close
2024-03-04,USDCNY.IB:close,7.199,wsd,close
2024-03-05,USDCNY.IB:close,7.1991,wsd,close
2024-03-06,USDCNY.IB:close,7.1992,wsd,close
2024-03-07,USDCNY.IB:close,7.1986,wsd,close
2024-03-08,USDCNY.IB:close,7.1918,wsd,close
2024-03-11,USDCNY.IB:close,7.184,wsd,close
2024-03-12,USDCNY.IB:close,7.1743,wsd,close
2024-03-13,USDCNY.IB:close,7.1945,wsd,close
2024-03-14,USDCNY.IB:close,7.1911,wsd,close
2024-03-15,USDCNY.IB:close,7.1965,wsd,close
2024-03-18,USDCNY.IB:close,7.1982,wsd,close
2024-03-19,USDCNY.IB:close,7.1993,wsd,close
2024-03-20,USDCNY.IB:close,7.1993,wsd,close
2024-03-21,USDCNY.IB:close,7.1994,wsd,close
2024-03-22,USDCNY.IB:close,7.2283,wsd,close
2024-03-25,USDCNY.IB:close,7.2084,wsd,close
2024-03-26,USDCNY.IB:close,7.2194,wsd,close
2024-03-27,USDCNY.IB:close,7.2284,wsd,close
2024-03-28,USDCNY.IB:close,7.2277,wsd,close
2024-03-29,USDCNY.IB:close,7.2232,wsd,close
2024-04-01,USDCNY.IB:close,7.2293,wsd,close
2024-04-02,USDCNY.IB:close,7.2354,wsd,close
2024-04-03,USDCNY.IB:close,7.2356,wsd,close
2024-04-08,USDCNY.IB:close,7.2337,wsd,close
2024-04-09,USDCNY.IB:close,7.2338,wsd,close
2024-04-10,USDCNY.IB:close,7.2331,wsd,close
2024-04-11,USDCNY.IB:close,7.2369,wsd,close
2024-04-12,USDCNY.IB:close,7.2375,wsd,close
2024-04-15,USDCNY.IB:close,7.2385,wsd,close
2024-04-16,USDCNY.IB:close,7.2396,wsd,close
2024-04-17,USDCNY.IB:close,7.2349,wsd,close
2024-04-18,USDCNY.IB:close,7.239,wsd,close
2024-04-19,USDCNY.IB:close,7.2401,wsd,close
2024-04-22,USDCNY.IB:close,7.2436,wsd,close
2024-04-23,USDCNY.IB:close,7.2466,wsd,close
2024-04-24,USDCNY.IB:close,7.246,wsd,close
2024-04-25,USDCNY.IB:close,7.2471,wsd,close
2024-04-26,USDCNY.IB:close,7.2463,wsd,close
2024-04-29,USDCNY.IB:close,7.2467,wsd,close
2024-04-30,USDCNY.IB:close,7.2416,wsd,close
2024-05-06,USDCNY.IB:close,7.2137,wsd,close
2024-05-07,USDCNY.IB:close,7.2147,wsd,close
2024-05-08,USDCNY.IB:close,7.2261,wsd,close
2024-05-09,USDCNY.IB:close,7.2258,wsd,close
2024-05-10,USDCNY.IB:close,7.2246,wsd,close
2024-05-13,USDCNY.IB:close,7.2347,wsd,close
2024-05-14,USDCNY.IB:close,7.2377,wsd,close
2024-05-15,USDCNY.IB:close,7.2195,wsd,close
2024-05-16,USDCNY.IB:close,7.2188,wsd,close
2024-05-17,USDCNY.IB:close,7.2242,wsd,close
2024-05-20,USDCNY.IB:close,7.232,wsd,close
2024-05-21,USDCNY.IB:close,7.237,wsd,close
2024-05-22,USDCNY.IB:close,7.2396,wsd,close
2024-05-23,USDCNY.IB:close,7.2446,wsd,close
2024-05-24,USDCNY.IB:close,7.2447,wsd,close
2024-05-27,USDCNY.IB:close,7.2446,wsd,close
2024-05-28,USDCNY.IB:close,7.247,wsd,close
2024-05-29,USDCNY.IB:close,7.2487,wsd,close
2024-05-30,USDCNY.IB:close,7.2455,wsd,close
2024-05-31,USDCNY.IB:close,7.244,wsd,close
2024-06-03,USDCNY.IB:close,7.2461,wsd,close
2024-06-04,USDCNY.IB:close,7.2444,wsd,close
2024-06-05,USDCNY.IB:close,7.2465,wsd,close
2024-06-06,USDCNY.IB:close,7.2473,wsd,close
2024-06-07,USDCNY.IB:close,7.2426,wsd,close
2024-06-11,USDCNY.IB:close,7.2541,wsd,close
2024-06-12,USDCNY.IB:close,7.2537,wsd,close
2024-06-13,USDCNY.IB:close,7.252,wsd,close
2024-06-14,USDCNY.IB:close,7.2557,wsd,close
2024-06-17,USDCNY.IB:close,7.2559,wsd,close
2024-06-18,USDCNY.IB:close,7.2562,wsd,close
2024-06-19,USDCNY.IB:close,7.257,wsd,close
2024-06-20,USDCNY.IB:close,7.2605,wsd,close
2024-06-21,USDCNY.IB:close,7.2613,wsd,close
2024-06-24,USDCNY.IB:close,7.2618,wsd,close
2024-06-25,USDCNY.IB:close,7.2628,wsd,close
2024-06-26,USDCNY.IB:close,7.2666,wsd,close
2024-06-27,USDCNY.IB:close,7.2689,wsd,close
2024-06-28,USDCNY.IB:close,7.2659,wsd,close
2024-07-01,USDCNY.IB:close,7.2684,wsd,close
2024-07-02,USDCNY.IB:close,7.2714,wsd,close
2024-07-03,USDCNY.IB:close,7.2734,wsd,close
2024-07-04,USDCNY.IB:close,7.2698,wsd,close
2024-07-05,USDCNY.IB:close,7.2674,wsd,close
2024-07-08,USDCNY.IB:close,7.2698,wsd,close
2024-07-09,USDCNY.IB:close,7.272,wsd,close
2024-07-10,USDCNY.IB:close,7.2759,wsd,close
2024-07-11,USDCNY.IB:close,7.271,wsd,close
2024-07-12,USDCNY.IB:close,7.2585,wsd,close
2024-07-15,USDCNY.IB:close,7.2627,wsd,close
2024-07-16,USDCNY.IB:close,7.2662,wsd,close
2024-07-17,USDCNY.IB:close,7.2651,wsd,close
2024-07-18,USDCNY.IB:close,7.2572,wsd,close
2024-07-19,USDCNY.IB:close,7.2672,wsd,close
2024-07-22,USDCNY.IB:close,7.2737,wsd,close
2024-07-23,USDCNY.IB:close,7.2741,wsd,close
2024-07-24,USDCNY.IB:close,7.276,wsd,close
2024-07-25,USDCNY.IB:close,7.2203,wsd,close
2024-07-26,USDCNY.IB:close,7.2536,wsd,close
2024-07-29,USDCNY.IB:close,7.2577,wsd,close
2024-07-30,USDCNY.IB:close,7.2472,wsd,close
2024-07-31,USDCNY.IB:close,7.2261,wsd,close
2024-08-01,USDCNY.IB:close,7.2446,wsd,close
2024-08-02,USDCNY.IB:close,7.215,wsd,close
2024-08-05,USDCNY.IB:close,7.1385,wsd,close
2024-08-06,USDCNY.IB:close,7.1469,wsd,close
2024-08-07,USDCNY.IB:close,7.1837,wsd,close
2024-08-08,USDCNY.IB:close,7.1629,wsd,close
2024-08-09,USDCNY.IB:close,7.1746,wsd,close
2024-08-12,USDCNY.IB:close,7.1808,wsd,close
2024-08-13,USDCNY.IB:close,7.1694,wsd,close
2024-08-14,USDCNY.IB:close,7.1484,wsd,close
2024-08-15,USDCNY.IB:close,7.1611,wsd,close
2024-08-16,USDCNY.IB:close,7.168,wsd,close
2024-08-19,USDCNY.IB:close,7.1383,wsd,close
2024-08-20,USDCNY.IB:close,7.1419,wsd,close
2024-08-21,USDCNY.IB:close,7.1339,wsd,close
2024-08-22,USDCNY.IB:close,7.1376,wsd,close
2024-08-23,USDCNY.IB:close,7.1368,wsd,close
2024-08-26,USDCNY.IB:close,7.1188,wsd,close
2024-08-27,USDCNY.IB:close,7.1296,wsd,close
2024-08-28,USDCNY.IB:close,7.126,wsd,close
2024-08-29,USDCNY.IB:close,7.1102,wsd,close
2024-08-30,USDCNY.IB:close,7.0881,wsd,close
2024-09-02,USDCNY.IB:close,7.1115,wsd,close
2024-09-03,USDCNY.IB:close,7.1171,wsd,close
2024-09-04,USDCNY.IB:close,7.1135,wsd,close
2024-09-05,USDCNY.IB:close,7.0995,wsd,close
2024-09-06,USDCNY.IB:close,7.0882,wsd,close
2024-09-09,USDCNY.IB:close,7.1148,wsd,close
2024-09-10,USDCNY.IB:close,7.1235,wsd,close
2024-09-11,USDCNY.IB:close,7.1131,wsd,close
2024-09-12,USDCNY.IB:close,7.1236,wsd,close
2024-09-13,USDCNY.IB:close,7.0943,wsd,close
2024-09-18,USDCNY.IB:close,7.0893,wsd,close
2024-09-19,USDCNY.IB:close,7.066,wsd,close
2024-09-20,USDCNY.IB:close,7.0552,wsd,close
2024-09-23,USDCNY.IB:close,7.0587,wsd,close
2024-09-24,USDCNY.IB:close,7.0385,wsd,close
2024-09-25,USDCNY.IB:close,7.0218,wsd,close
2024-09-26,USDCNY.IB:close,7.02,wsd,close
2024-09-27,USDCNY.IB:close,7.016,wsd,close
2024-09-30,USDCNY.IB:close,7.0156,wsd,close
2024-10-08,USDCNY.IB:close,7.0535,wsd,close
2024-10-09,USDCNY.IB:close,7.0673,wsd,close
2024-10-10,USDCNY.IB:close,7.0787,wsd,close
2024-10-11,USDCNY.IB:close,7.0676,wsd,close
2024-10-14,USDCNY.IB:close,7.0795,wsd,close
2024-10-15,USDCNY.IB:close,7.1147,wsd,close
2024-10-16,USDCNY.IB:close,7.115,wsd,close
2024-10-17,USDCNY.IB:close,7.1233,wsd,close
2024-10-18,USDCNY.IB:close,7.1035,wsd,close
2024-10-21,USDCNY.IB:close,7.1118,wsd,close
2024-10-22,USDCNY.IB:close,7.1212,wsd,close
2024-10-23,USDCNY.IB:close,7.1268,wsd,close
2024-10-24,USDCNY.IB:close,7.1133,wsd,close
2024-10-25,USDCNY.IB:close,7.1219,wsd,close
2024-10-28,USDCNY.IB:close,7.1273,wsd,close
2024-10-29,USDCNY.IB:close,7.1417,wsd,close
2024-10-30,USDCNY.IB:close,7.1222,wsd,close
2024-10-31,USDCNY.IB:close,7.116,wsd,close
2024-11-01,USDCNY.IB:close,7.125,wsd,close
2024-11-04,USDCNY.IB:close,7.0974,wsd,close
2024-11-05,USDCNY.IB:close,7.1095,wsd,close
2024-11-06,USDCNY.IB:close,7.1649,wsd,close
2024-11-07,USDCNY.IB:close,7.1603,wsd,close
2024-11-08,USDCNY.IB:close,7.1648,wsd,close
2024-11-11,USDCNY.IB:close,7.1899,wsd,close
2024-11-12,USDCNY.IB:close,7.2378,wsd,close
2024-11-13,USDCNY.IB:close,7.2252,wsd,close
2024-11-14,USDCNY.IB:close,7.2409,wsd,close
2024-11-15,USDCNY.IB:close,7.231,wsd,close
2024-11-18,USDCNY.IB:close,7.2441,wsd,close
2024-11-19,USDCNY.IB:close,7.2399,wsd,close
2024-11-20,USDCNY.IB:close,7.2422,wsd,close
2024-11-21,USDCNY.IB:close,7.241,wsd,close
2024-11-22,USDCNY.IB:close,7.2452,wsd,close
2024-11-25,USDCNY.IB:close,7.2462,wsd,close
2024-11-26,USDCNY.IB:close,7.2578,wsd,close
2024-11-27,USDCNY.IB:close,7.2487,wsd,close
2024-11-28,USDCNY.IB:close,7.2525,wsd,close
2024-11-29,USDCNY.IB:close,7.2332,wsd,close
2024-12-02,USDCNY.IB:close,7.2706,wsd,close
2024-12-03,USDCNY.IB:close,7.2791,wsd,close
2024-12-04,USDCNY.IB:close,7.2688,wsd,close
2024-12-05,USDCNY.IB:close,7.261,wsd,close
2024-12-06,USDCNY.IB:close,7.2582,wsd,close
2024-12-09,USDCNY.IB:close,7.276,wsd,close
2024-12-10,USDCNY.IB:close,7.2493,wsd,close
2024-12-11,USDCNY.IB:close,7.259,wsd,close
2024-12-12,USDCNY.IB:close,7.263,wsd,close
2024-12-13,USDCNY.IB:close,7.2795,wsd,close
2024-12-16,USDCNY.IB:close,7.2822,wsd,close
2024-12-17,USDCNY.IB:close,7.284,wsd,close
2024-12-18,USDCNY.IB:close,7.2856,wsd,close
2024-12-19,USDCNY.IB:close,7.2992,wsd,close
2024-12-20,USDCNY.IB:close,7.2985,wsd,close
2024-12-23,USDCNY.IB:close,7.2988,wsd,close
2024-12-24,USDCNY.IB:close,7.2987,wsd,close
2024-12-25,USDCNY.IB:close,7.2989,wsd,close
2024-12-26,USDCNY.IB:close,7.2989,wsd,close
2024-12-27,USDCNY.IB:close,7.2992,wsd,close
2024-12-30,USDCNY.IB:close,7.2992,wsd,close
2024-12-31,USDCNY.IB:close,7.2988,wsd,close
2025-01-02,USDCNY.IB:close,7.2994,wsd,close
2025-01-03,USDCNY.IB:close,7.3093,wsd,close
2025-01-06,USDCNY.IB:close,7.3296,wsd,close
2025-01-07,USDCNY.IB:close,7.3275,wsd,close
2025-01-08,USDCNY.IB:close,7.3317,wsd,close
2025-01-09,USDCNY.IB:close,7.332,wsd,close
2025-01-10,USDCNY.IB:close,7.3326,wsd,close
2025-01-13,USDCNY.IB:close,7.3314,wsd,close
2025-01-14,USDCNY.IB:close,7.3303,wsd,close
2025-01-15,USDCNY.IB:close,7.3319,wsd,close
2025-01-16,USDCNY.IB:close,7.3317,wsd,close
2025-01-17,USDCNY.IB:close,7.3284,wsd,close
2025-01-20,USDCNY.IB:close,7.3161,wsd,close
2025-01-21,USDCNY.IB:close,7.2798,wsd,close
2025-01-22,USDCNY.IB:close,7.28,wsd,close
2025-01-23,USDCNY.IB:close,7.2874,wsd,close
2025-01-24,USDCNY.IB:close,7.2412,wsd,close
2025-01-27,USDCNY.IB:close,7.265,wsd,close
2025-02-05,USDCNY.IB:close,7.2724,wsd,close
2025-02-06,USDCNY.IB:close,7.2899,wsd,close
2025-02-07,USDCNY.IB:close,7.2889,wsd,close
2025-02-10,USDCNY.IB:close,7.3077,wsd,close
2025-02-11,USDCNY.IB:close,7.3061,wsd,close
2025-02-12,USDCNY.IB:close,7.3089,wsd,close
2025-02-13,USDCNY.IB:close,7.2927,wsd,close
2025-02-14,USDCNY.IB:close,7.2654,wsd,close
2025-02-17,USDCNY.IB:close,7.2592,wsd,close
2025-02-18,USDCNY.IB:close,7.2783,wsd,close
2025-02-19,USDCNY.IB:close,7.2851,wsd,close
2025-02-20,USDCNY.IB:close,7.2616,wsd,close
2025-02-21,USDCNY.IB:close,7.2554,wsd,close
2025-02-24,USDCNY.IB:close,7.2484,wsd,close
2025-02-25,USDCNY.IB:close,7.2641,wsd,close
2025-02-26,USDCNY.IB:close,7.2547,wsd,close
2025-02-27,USDCNY.IB:close,7.271,wsd,close
2025-02-28,USDCNY.IB:close,7.2838,wsd,close
2025-03-03,USDCNY.IB:close,7.2931,wsd,close
2025-03-04,USDCNY.IB:close,7.2788,wsd,close
2025-03-05,USDCNY.IB:close,7.258,wsd,close
2025-03-06,USDCNY.IB:close,7.2428,wsd,close
2025-03-07,USDCNY.IB:close,7.2382,wsd,close
2025-03-10,USDCNY.IB:close,7.2649,wsd,close
2025-03-11,USDCNY.IB:close,7.2306,wsd,close
2025-03-12,USDCNY.IB:close,7.2445,wsd,close
2025-03-13,USDCNY.IB:close,7.2427,wsd,close
2025-03-14,USDCNY.IB:close,7.2288,wsd,close
2025-03-17,USDCNY.IB:close,7.2388,wsd,close
2025-03-18,USDCNY.IB:close,7.2216,wsd,close
2025-03-19,USDCNY.IB:close,7.2363,wsd,close
2025-03-20,USDCNY.IB:close,7.2383,wsd,close
2025-03-21,USDCNY.IB:close,7.2489,wsd,close
2025-03-24,USDCNY.IB:close,7.252,wsd,close
2025-03-25,USDCNY.IB:close,7.264,wsd,close
2025-03-26,USDCNY.IB:close,7.2635,wsd,close
2025-03-27,USDCNY.IB:close,7.2655,wsd,close
2025-03-28,USDCNY.IB:close,7.2637,wsd,close
2025-03-31,USDCNY.IB:close,7.2516,wsd,close
2025-04-01,USDCNY.IB:close,7.2687,wsd,close
2025-04-02,USDCNY.IB:close,7.2719,wsd,close
2025-04-03,USDCNY.IB:close,7.3043,wsd,close
2025-04-07,USDCNY.IB:close,7.3149,wsd,close
2025-04-08,USDCNY.IB:close,7.3368,wsd,close
2025-04-09,USDCNY.IB:close,7.3498,wsd,close
2025-04-10,USDCNY.IB:close,7.3429,wsd,close
2025-04-11,USDCNY.IB:close,7.3245,wsd,close
2025-04-14,USDCNY.IB:close,7.3021,wsd,close
2025-04-15,USDCNY.IB:close,7.3146,wsd,close
2025-04-16,USDCNY.IB:close,7.3179,wsd,close
2025-04-17,USDCNY.IB:close,7.298,wsd,close
2025-04-18,USDCNY.IB:close,7.3039,wsd,close
2025-04-21,USDCNY.IB:close,7.288,wsd,close
2025-04-22,USDCNY.IB:close,7.3145,wsd,close
2025-04-23,USDCNY.IB:close,7.2955,wsd,close
2025-04-24,USDCNY.IB:close,7.2931,wsd,close
2025-04-25,USDCNY.IB:close,7.2832,wsd,close
2025-04-28,USDCNY.IB:close,7.2995,wsd,close
2025-04-29,USDCNY.IB:close,7.2653,wsd,close
2025-04-30,USDCNY.IB:close,7.2632,wsd,close
2025-05-06,USDCNY.IB:close,7.2169,wsd,close
2025-05-07,USDCNY.IB:close,7.2254,wsd,close
2025-05-08,USDCNY.IB:close,7.2355,wsd,close
2025-05-09,USDCNY.IB:close,7.2461,wsd,close
2025-05-12,USDCNY.IB:close,7.2132,wsd,close
2025-05-13,USDCNY.IB:close,7.2012,wsd,close
2025-05-14,USDCNY.IB:close,7.2083,wsd,close
2025-05-15,USDCNY.IB:close,7.2132,wsd,close
2025-05-16,USDCNY.IB:close,7.2037,wsd,close
2025-05-19,USDCNY.IB:close,7.2125,wsd,close
2025-05-20,USDCNY.IB:close,7.2207,wsd,close
2025-05-21,USDCNY.IB:close,7.2065,wsd,close
2025-05-22,USDCNY.IB:close,7.204,wsd,close
2025-05-23,USDCNY.IB:close,7.1895,wsd,close
2025-05-26,USDCNY.IB:close,7.1843,wsd,close
2025-05-27,USDCNY.IB:close,7.1949,wsd,close
2025-05-28,USDCNY.IB:close,7.1907,wsd,close
2025-05-29,USDCNY.IB:close,7.1916,wsd,close
2025-05-30,USDCNY.IB:close,7.1953,wsd,close
2025-06-03,USDCNY.IB:close,7.1895,wsd,close
2025-06-04,USDCNY.IB:close,7.189,wsd,close
2025-06-05,USDCNY.IB:close,7.1838,wsd,close
2025-06-06,USDCNY.IB:close,7.1847,wsd,close
2025-06-09,USDCNY.IB:close,7.1838,wsd,close
2025-06-10,USDCNY.IB:close,7.1869,wsd,close
2025-06-11,USDCNY.IB:close,7.1858,wsd,close
2025-06-12,USDCNY.IB:close,7.1824,wsd,close
2025-06-13,USDCNY.IB:close,7.1813,wsd,close
2025-06-16,USDCNY.IB:close,7.1802,wsd,close
2025-06-17,USDCNY.IB:close,7.1838,wsd,close
2025-06-18,USDCNY.IB:close,7.1868,wsd,close
2025-06-19,USDCNY.IB:close,7.1882,wsd,close
2025-06-20,USDCNY.IB:close,7.1837,wsd,close
2025-06-23,USDCNY.IB:close,7.1858,wsd,close
2025-06-24,USDCNY.IB:close,7.1781,wsd,close
2025-06-25,USDCNY.IB:close,7.1713,wsd,close
2025-06-26,USDCNY.IB:close,7.1684,wsd,close
2025-06-27,USDCNY.IB:close,7.169,wsd,close
2025-06-30,USDCNY.IB:close,7.1656,wsd,close
2025-07-01,USDCNY.IB:close,7.1618,wsd,close
2025-07-02,USDCNY.IB:close,7.167,wsd,close
2025-07-03,USDCNY.IB:close,7.1611,wsd,close
2025-07-04,USDCNY.IB:close,7.1652,wsd,close
2025-07-07,USDCNY.IB:close,7.1747,wsd,close
2025-07-08,USDCNY.IB:close,7.1732,wsd,close
2025-07-09,USDCNY.IB:close,7.1824,wsd,close
2025-07-10,USDCNY.IB:close,7.1776,wsd,close
2025-07-11,USDCNY.IB:close,7.171,wsd,close
2025-07-14,USDCNY.IB:close,7.1693,wsd,close
2025-07-15,USDCNY.IB:close,7.1734,wsd,close
2025-07-16,USDCNY.IB:close,7.1776,wsd,close
2025-07-17,USDCNY.IB:close,7.1796,wsd,close
2025-07-18,USDCNY.IB:close,7.1766,wsd,close
2025-07-21,USDCNY.IB:close,7.1768,wsd,close
2025-07-22,USDCNY.IB:close,7.1756,wsd,close
2025-07-23,USDCNY.IB:close,7.161,wsd,close
2025-07-24,USDCNY.IB:close,7.1547,wsd,close
2025-07-25,USDCNY.IB:close,7.1679,wsd,close
2025-07-28,USDCNY.IB:close,7.1729,wsd,close
2025-07-29,USDCNY.IB:close,7.1765,wsd,close
2025-07-30,USDCNY.IB:close,7.1823,wsd,close
2025-07-31,USDCNY.IB:close,7.193,wsd,close
2025-08-01,USDCNY.IB:close,7.2106,wsd,close
2025-08-04,USDCNY.IB:close,7.1766,wsd,close
2025-08-05,USDCNY.IB:close,7.1876,wsd,close
2025-08-06,USDCNY.IB:close,7.19,wsd,close
2025-08-07,USDCNY.IB:close,7.1777,wsd,close
2025-08-08,USDCNY.IB:close,7.1826,wsd,close
2025-08-11,USDCNY.IB:close,7.1818,wsd,close
2025-08-12,USDCNY.IB:close,7.1911,wsd,close
2025-08-13,USDCNY.IB:close,7.1755,wsd,close
2025-08-14,USDCNY.IB:close,7.173,wsd,close
2025-08-15,USDCNY.IB:close,7.1823,wsd,close
2025-08-18,USDCNY.IB:close,7.1792,wsd,close
2025-08-19,USDCNY.IB:close,7.182,wsd,close
2025-08-20,USDCNY.IB:close,7.1793,wsd,close
2025-08-21,USDCNY.IB:close,7.1778,wsd,close
2025-08-22,USDCNY.IB:close,7.1805,wsd,close
2025-08-25,USDCNY.IB:close,7.1517,wsd,close
2025-08-26,USDCNY.IB:close,7.1621,wsd,close
2025-08-27,USDCNY.IB:close,7.1622,wsd,close
2025-08-28,USDCNY.IB:close,7.1385,wsd,close
2025-08-29,USDCNY.IB:close,7.133,wsd,close
2025-09-01,USDCNY.IB:close,7.1332,wsd,close
2025-09-02,USDCNY.IB:close,7.1476,wsd,close
2025-09-03,USDCNY.IB:close,7.1468,wsd,close
2025-09-04,USDCNY.IB:close,7.1402,wsd,close
2025-09-05,USDCNY.IB:close,7.1378,wsd,close
2025-09-08,USDCNY.IB:close,7.1321,wsd,close
2025-09-09,USDCNY.IB:close,7.1248,wsd,close
2025-09-10,USDCNY.IB:close,7.1221,wsd,close
2025-09-11,USDCNY.IB:close,7.1235,wsd,close
2025-09-12,USDCNY.IB:close,7.1224,wsd,close
2025-09-15,USDCNY.IB:close,7.1228,wsd,close
2025-09-16,USDCNY.IB:close,7.1163,wsd,close
2025-09-17,USDCNY.IB:close,7.1056,wsd,close
2025-09-18,USDCNY.IB:close,7.1079,wsd,close
2025-09-19,USDCNY.IB:close,7.1125,wsd,close
2025-09-22,USDCNY.IB:close,7.1148,wsd,close
2025-09-23,USDCNY.IB:close,7.1133,wsd,close
2025-09-24,USDCNY.IB:close,7.1219,wsd,close
2025-09-25,USDCNY.IB:close,7.1253,wsd,close
2025-09-26,USDCNY.IB:close,7.1345,wsd,close
2025-09-29,USDCNY.IB:close,7.1204,wsd,close
2025-09-30,USDCNY.IB:close,7.1186,wsd,close
2025-10-09,USDCNY.IB:close,7.1246,wsd,close
2025-10-10,USDCNY.IB:close,7.1232,wsd,close
2025-10-13,USDCNY.IB:close,7.1329,wsd,close
2025-10-14,USDCNY.IB:close,7.1411,wsd,close
2025-10-15,USDCNY.IB:close,7.1238,wsd,close
2025-10-16,USDCNY.IB:close,7.1249,wsd,close
2025-10-17,USDCNY.IB:close,7.1265,wsd,close
2025-10-20,USDCNY.IB:close,7.1231,wsd,close
2025-10-21,USDCNY.IB:close,7.1171,wsd,close
2025-10-22,USDCNY.IB:close,7.1245,wsd,close
2025-10-23,USDCNY.IB:close,7.1221,wsd,close
2025-10-24,USDCNY.IB:close,7.123,wsd,close
2025-10-27,USDCNY.IB:close,7.1109,wsd,close
2025-10-28,USDCNY.IB:close,7.1006,wsd,close
2025-10-29,USDCNY.IB:close,7.0991,wsd,close
2025-10-30,USDCNY.IB:close,7.1107,wsd,close
2025-10-31,USDCNY.IB:close,7.1135,wsd,close
2025-11-03,USDCNY.IB:close,7.1225,wsd,close
2025-11-04,USDCNY.IB:close,7.1233,wsd,close
2025-11-05,USDCNY.IB:close,7.1246,wsd,close
2025-11-06,USDCNY.IB:close,7.1219,wsd,close
2025-11-07,USDCNY.IB:close,7.1225,wsd,close
2025-11-10,USDCNY.IB:close,7.1175,wsd,close
2025-11-11,USDCNY.IB:close,7.1207,wsd,close
2025-11-12,USDCNY.IB:close,7.1172,wsd,close
2025-11-13,USDCNY.IB:close,7.0959,wsd,close
2025-11-14,USDCNY.IB:close,7.1007,wsd,close
2025-11-17,USDCNY.IB:close,7.1048,wsd,close
2025-11-18,USDCNY.IB:close,7.1125,wsd,close
2025-11-19,USDCNY.IB:close,7.1096,wsd,close
2025-11-20,USDCNY.IB:close,7.1167,wsd,close
2025-11-21,USDCNY.IB:close,7.1103,wsd,close
2025-11-24,USDCNY.IB:close,7.1056,wsd,close
2025-11-25,USDCNY.IB:close,7.0938,wsd,close
2025-11-26,USDCNY.IB:close,7.0802,wsd,close
2025-11-27,USDCNY.IB:close,7.0806,wsd,close
2025-11-28,USDCNY.IB:close,7.0794,wsd,close
2025-12-01,USDCNY.IB:close,7.0725,wsd,close
2025-12-02,USDCNY.IB:close,7.0712,wsd,close
2025-12-03,USDCNY.IB:close,7.0661,wsd,close
2025-12-04,USDCNY.IB:close,7.069,wsd,close
2025-12-05,USDCNY.IB:close,7.0706,wsd,close
2025-12-08,USDCNY.IB:close,7.0713,wsd,close
2025-12-09,USDCNY.IB:close,7.0693,wsd,close
2025-12-10,USDCNY.IB:close,7.0638,wsd,close
2025-12-11,USDCNY.IB:close,7.058,wsd,close
2025-12-12,USDCNY.IB:close,7.0554,wsd,close
2025-12-15,USDCNY.IB:close,7.0505,wsd,close
2025-12-16,USDCNY.IB:close,7.0425,wsd,close
2025-12-17,USDCNY.IB:close,7.046,wsd,close
2025-12-18,USDCNY.IB:close,7.0419,wsd,close
2025-12-19,USDCNY.IB:close,7.041,wsd,close
2025-12-22,USDCNY.IB:close,7.041,wsd,close
2025-12-23,USDCNY.IB:close,7.041,wsd,close
2025-12-24,USDCNY.IB:close,7.041,wsd,close
2025-12-25,USDCNY.IB:close,7.041,wsd,close
2025-12-26,USDCNY.IB:close,7.041,wsd,close
